Gene model,E-value
SymbC1.scaffold4.561,8.99E-180
SymbC1.scaffold4.568,2.01E-133
SymbC1.scaffold4.569,2.70E-43
SymbC1.scaffold4.570,2.26E-55
SymbC1.scaffold4.575,3.55E-07
SymbC1.scaffold4.577,3.70E-43
SymbC1.scaffold4.580,8.56E-10
SymbC1.scaffold4.582,6.76E-92
SymbC1.scaffold4.584,2.61E-26
SymbC1.scaffold4.585,1.24E-66
SymbC1.scaffold4.59,3.46E-80
SymbC1.scaffold4.590,9.12E-29
SymbC1.scaffold4.592,0
SymbC1.scaffold4.598,3.78E-27
SymbC1.scaffold4.599,7.20E-129
SymbC1.scaffold4.60,3.63E-164
SymbC1.scaffold4.600,5.76E-79
SymbC1.scaffold4.601,6.94E-13
SymbC1.scaffold4.603,1.09E-61
SymbC1.scaffold4.604,1.89E-97
SymbC1.scaffold4.608,1.51E-61
SymbC1.scaffold4.609,8.71E-68
SymbC1.scaffold4.611,1.08E-19
SymbC1.scaffold4.616,0
SymbC1.scaffold4.619,2.21E-32
SymbC1.scaffold4.62,4.96E-10
SymbC1.scaffold4.620,1.23E-129
SymbC1.scaffold4.627,2.58E-32
SymbC1.scaffold4.628,8.56E-21
SymbC1.scaffold4.630,3.95E-43
SymbC1.scaffold4.631,2.71E-156
SymbC1.scaffold4.632,1.09E-65
SymbC1.scaffold4.633,2.41E-47
SymbC1.scaffold4.635,0
SymbC1.scaffold4.638,2.74E-50
SymbC1.scaffold4.64,6.81E-101
SymbC1.scaffold4.642,6.03E-37
SymbC1.scaffold4.643,7.41E-64
SymbC1.scaffold4.648,1.27E-117
SymbC1.scaffold4.649,1.81E-90
SymbC1.scaffold4.65,3.51E-149
SymbC1.scaffold4.651,3.00E-161
SymbC1.scaffold4.654,3.58E-42
SymbC1.scaffold4.658,4.88E-101
SymbC1.scaffold4.659,1.29E-72
SymbC1.scaffold4.662,3.91E-06
SymbC1.scaffold4.665,6.56E-63
SymbC1.scaffold4.668,1.98E-115
SymbC1.scaffold4.670,1.89E-105
SymbC1.scaffold4.671,4.28E-147
SymbC1.scaffold4.672,0
SymbC1.scaffold4.673,0
SymbC1.scaffold4.676,0
SymbC1.scaffold4.677,2.10E-131
SymbC1.scaffold4.679,5.76E-55
SymbC1.scaffold4.68,1.15E-103
SymbC1.scaffold4.683,6.70E-94
SymbC1.scaffold4.685,1.93E-22
SymbC1.scaffold4.687,3.45E-127
SymbC1.scaffold4.69,2.20E-66
SymbC1.scaffold4.691,9.03E-95
SymbC1.scaffold4.693,5.58E-84
SymbC1.scaffold4.695,3.54E-43
SymbC1.scaffold4.697,0
SymbC1.scaffold4.70,3.82E-14
SymbC1.scaffold4.707,0
SymbC1.scaffold4.71,0
SymbC1.scaffold4.710,5.22E-25
SymbC1.scaffold4.713,3.67E-170
SymbC1.scaffold4.714,4.74E-75
SymbC1.scaffold4.718,0
SymbC1.scaffold4.72,1.94E-20
SymbC1.scaffold4.720,1.29E-41
SymbC1.scaffold4.724,1.53E-172
SymbC1.scaffold4.730,5.14E-98
SymbC1.scaffold4.731,2.53E-59
SymbC1.scaffold4.732,0
SymbC1.scaffold4.735,1.30E-14
SymbC1.scaffold4.737,0
SymbC1.scaffold4.740,1.27E-54
SymbC1.scaffold4.741,3.51E-17
SymbC1.scaffold4.744,7.35E-68
SymbC1.scaffold4.746,8.00E-166
SymbC1.scaffold4.747,0
SymbC1.scaffold4.749,2.50E-156
SymbC1.scaffold4.750,0
SymbC1.scaffold4.756,1.46E-20
SymbC1.scaffold4.76,2.48E-63
SymbC1.scaffold4.766,9.57E-57
SymbC1.scaffold4.773,1.35E-136
SymbC1.scaffold4.774,0
SymbC1.scaffold4.775,0
SymbC1.scaffold4.779,6.93E-34
SymbC1.scaffold4.782,6.39E-09
SymbC1.scaffold4.785,1.30E-133
SymbC1.scaffold4.788,3.33E-21
SymbC1.scaffold4.795,0
SymbC1.scaffold4.796,1.40E-06
SymbC1.scaffold4.799,0
SymbC1.scaffold4.8,3.45E-20
SymbC1.scaffold4.806,2.15E-177
SymbC1.scaffold4.81,0
SymbC1.scaffold4.811,0
SymbC1.scaffold4.815,1.33E-84
SymbC1.scaffold4.825,1.10E-127
SymbC1.scaffold4.826,1.03E-48
SymbC1.scaffold4.827,4.29E-24
SymbC1.scaffold4.830,2.06E-160
SymbC1.scaffold4.832,1.45E-32
SymbC1.scaffold4.838,4.98E-50
SymbC1.scaffold4.842,7.55E-164
SymbC1.scaffold4.850,5.33E-60
SymbC1.scaffold4.851,4.32E-127
SymbC1.scaffold4.852,8.29E-92
SymbC1.scaffold4.858,6.07E-48
SymbC1.scaffold4.86,1.32E-104
SymbC1.scaffold4.861,6.12E-14
SymbC1.scaffold4.863,1.04E-114
SymbC1.scaffold4.868,1.12E-50
SymbC1.scaffold4.879,1.31E-60
SymbC1.scaffold4.881,7.14E-63
SymbC1.scaffold4.882,6.06E-164
SymbC1.scaffold4.883,2.72E-108
SymbC1.scaffold4.885,5.58E-24
SymbC1.scaffold4.887,3.21E-65
SymbC1.scaffold4.888,3.00E-61
SymbC1.scaffold4.889,0
SymbC1.scaffold4.900,0
SymbC1.scaffold4.901,6.63E-118
SymbC1.scaffold4.902,9.58E-55
SymbC1.scaffold4.903,1.10E-132
SymbC1.scaffold4.910,1.74E-39
SymbC1.scaffold4.911,1.14E-71
SymbC1.scaffold4.913,7.99E-08
SymbC1.scaffold4.914,8.87E-86
SymbC1.scaffold4.915,3.06E-64
SymbC1.scaffold4.916,5.13E-26
SymbC1.scaffold4.917,1.51E-42
SymbC1.scaffold4.920,2.38E-60
SymbC1.scaffold4.923,5.28E-11
SymbC1.scaffold4.93,2.55E-55
SymbC1.scaffold4.930,5.45E-29
SymbC1.scaffold4.931,3.58E-124
SymbC1.scaffold4.934,2.90E-40
SymbC1.scaffold4.935,1.19E-97
SymbC1.scaffold4.946,2.24E-53
SymbC1.scaffold4.947,1.06E-62
SymbC1.scaffold4.950,2.91E-15
SymbC1.scaffold4.951,6.58E-107
SymbC1.scaffold4.952,1.03E-118
SymbC1.scaffold4.954,9.84E-30
SymbC1.scaffold4.955,1.64E-85
SymbC1.scaffold4.956,6.86E-27
SymbC1.scaffold4.957,9.03E-107
SymbC1.scaffold4.967,2.10E-133
SymbC1.scaffold4.968,4.59E-76
SymbC1.scaffold4.970,1.24E-74
SymbC1.scaffold4.971,5.01E-68
SymbC1.scaffold4.974,0
SymbC1.scaffold4.978,8.67E-26
SymbC1.scaffold4.981,5.60E-07
SymbC1.scaffold4.983,5.05E-21
SymbC1.scaffold4.987,1.27E-08
SymbC1.scaffold4.989,6.77E-92
SymbC1.scaffold4.992,2.79E-17
SymbC1.scaffold4.993,9.84E-48
SymbC1.scaffold4.996,0
SymbC1.scaffold40.1,1.13E-37
SymbC1.scaffold40.12,6.61E-08
SymbC1.scaffold40.13,1.27E-123
SymbC1.scaffold40.5,4.07E-160
SymbC1.scaffold40.6,4.71E-09
SymbC1.scaffold40.9,2.48E-06
SymbC1.scaffold400.1,6.65E-18
SymbC1.scaffold400.4,2.20E-17
SymbC1.scaffold400.5,6.41E-07
SymbC1.scaffold4001.5,3.10E-20
SymbC1.scaffold40014.1,1.08E-19
SymbC1.scaffold4002.1,3.06E-08
SymbC1.scaffold4002.2,5.15E-43
SymbC1.scaffold4002.3,7.88E-57
SymbC1.scaffold4003.1,3.12E-108
SymbC1.scaffold4003.2,3.03E-68
SymbC1.scaffold4003.3,4.10E-51
SymbC1.scaffold4004.1,3.23E-08
SymbC1.scaffold4004.2,4.03E-129
SymbC1.scaffold4006.1,5.42E-29
SymbC1.scaffold4006.2,7.85E-06
SymbC1.scaffold4006.4,3.94E-12
SymbC1.scaffold4006.5,5.13E-136
SymbC1.scaffold4007.3,0
SymbC1.scaffold4007.4,2.35E-144
SymbC1.scaffold4007.5,3.86E-25
SymbC1.scaffold4007.6,3.79E-160
SymbC1.scaffold401.1,1.98E-18
SymbC1.scaffold401.2,1.23E-49
SymbC1.scaffold401.4,4.37E-60
SymbC1.scaffold401.5,0
SymbC1.scaffold4010.1,1.08E-12
SymbC1.scaffold4010.5,2.04E-178
SymbC1.scaffold4010.6,2.80E-86
SymbC1.scaffold4012.1,2.17E-15
SymbC1.scaffold4012.3,3.10E-14
SymbC1.scaffold4013.2,2.12E-130
SymbC1.scaffold4014.4,5.60E-08
SymbC1.scaffold4014.6,3.67E-104
SymbC1.scaffold40147.1,3.25E-46
SymbC1.scaffold4015.1,4.75E-55
SymbC1.scaffold4015.2,0
SymbC1.scaffold4015.3,1.17E-60
SymbC1.scaffold4015.4,2.70E-102
SymbC1.scaffold4015.5,6.51E-34
SymbC1.scaffold4016.2,7.87E-12
SymbC1.scaffold4017.1,7.39E-119
SymbC1.scaffold4018.1,5.35E-23
SymbC1.scaffold4018.2,9.86E-23
SymbC1.scaffold4018.3,8.96E-17
SymbC1.scaffold40184.1,7.17E-50
SymbC1.scaffold40186.1,2.02E-34
SymbC1.scaffold4019.1,0
SymbC1.scaffold402.1,3.06E-18
SymbC1.scaffold402.2,4.13E-95
SymbC1.scaffold402.3,1.33E-32
SymbC1.scaffold4020.1,4.84E-142
SymbC1.scaffold4020.2,4.16E-13
SymbC1.scaffold4020.3,3.44E-17
SymbC1.scaffold4020.4,2.04E-24
SymbC1.scaffold4020.5,0
SymbC1.scaffold40209.1,7.15E-15
SymbC1.scaffold4021.1,9.27E-59
SymbC1.scaffold4021.2,2.44E-09
SymbC1.scaffold4022.1,7.29E-27
SymbC1.scaffold4022.2,9.63E-06
SymbC1.scaffold4025.1,1.06E-11
SymbC1.scaffold4026.1,6.07E-68
SymbC1.scaffold40267.1,1.74E-16
SymbC1.scaffold40268.1,4.01E-18
SymbC1.scaffold4027.1,5.41E-27
SymbC1.scaffold4027.2,6.81E-72
SymbC1.scaffold4027.3,1.20E-15
SymbC1.scaffold4027.4,0
SymbC1.scaffold4027.6,9.12E-18
SymbC1.scaffold4028.1,1.18E-47
SymbC1.scaffold4028.2,0
SymbC1.scaffold4028.3,5.70E-129
SymbC1.scaffold4028.4,2.31E-29
SymbC1.scaffold4028.6,0
SymbC1.scaffold4029.2,1.08E-07
SymbC1.scaffold4029.4,6.48E-16
SymbC1.scaffold403.1,3.93E-47
SymbC1.scaffold403.2,3.22E-06
SymbC1.scaffold403.3,5.17E-79
SymbC1.scaffold403.4,5.56E-07
SymbC1.scaffold403.7,1.48E-17
SymbC1.scaffold4030.1,2.34E-08
SymbC1.scaffold4030.2,6.41E-67
SymbC1.scaffold40305.1,3.28E-14
SymbC1.scaffold4031.1,1.58E-09
SymbC1.scaffold4031.2,1.81E-40
SymbC1.scaffold4031.3,1.14E-49
SymbC1.scaffold4031.4,5.41E-35
SymbC1.scaffold4032.1,5.58E-12
SymbC1.scaffold4032.3,0
SymbC1.scaffold4034.1,1.79E-10
SymbC1.scaffold4034.2,1.74E-17
SymbC1.scaffold4034.6,2.22E-56
SymbC1.scaffold4035.1,6.65E-21
SymbC1.scaffold4035.2,0
SymbC1.scaffold4035.3,1.17E-55
SymbC1.scaffold4035.4,8.16E-23
SymbC1.scaffold4035.5,1.07E-28
SymbC1.scaffold40353.1,8.46E-26
SymbC1.scaffold40359.1,1.30E-39
SymbC1.scaffold4036.1,4.24E-07
SymbC1.scaffold4037.1,1.85E-92
SymbC1.scaffold4038.1,1.20E-63
SymbC1.scaffold4039.1,9.83E-51
SymbC1.scaffold4039.3,1.04E-96
SymbC1.scaffold4039.4,4.27E-06
SymbC1.scaffold4039.5,3.26E-55
SymbC1.scaffold404.1,1.94E-42
SymbC1.scaffold404.11,1.49E-69
SymbC1.scaffold404.12,8.98E-11
SymbC1.scaffold404.13,4.61E-10
SymbC1.scaffold404.3,1.64E-08
SymbC1.scaffold404.4,0
SymbC1.scaffold404.6,2.26E-92
SymbC1.scaffold404.9,6.57E-06
SymbC1.scaffold4040.3,1.53E-110
SymbC1.scaffold40403.1,1.25E-27
SymbC1.scaffold4041.2,2.98E-21
SymbC1.scaffold4041.3,1.79E-26
SymbC1.scaffold4041.4,2.08E-20
SymbC1.scaffold40415.1,1.57E-57
SymbC1.scaffold40418.1,3.99E-45
SymbC1.scaffold4044.1,4.86E-82
SymbC1.scaffold4044.2,2.26E-123
SymbC1.scaffold4044.3,7.12E-170
SymbC1.scaffold4044.4,4.78E-151
SymbC1.scaffold4044.5,3.59E-08
SymbC1.scaffold4046.1,1.93E-11
SymbC1.scaffold4046.2,1.94E-55
SymbC1.scaffold4047.1,5.42E-38
SymbC1.scaffold4047.4,1.51E-144
SymbC1.scaffold4048.1,3.01E-58
SymbC1.scaffold4049.1,1.84E-78
SymbC1.scaffold4049.3,1.30E-63
SymbC1.scaffold4049.4,1.45E-15
SymbC1.scaffold4049.5,2.62E-06
SymbC1.scaffold4049.6,0
SymbC1.scaffold4049.7,4.14E-16
SymbC1.scaffold405.1,4.68E-85
SymbC1.scaffold405.2,8.09E-25
SymbC1.scaffold405.3,2.55E-10
SymbC1.scaffold405.4,0
SymbC1.scaffold405.6,4.21E-41
SymbC1.scaffold405.7,7.36E-25
SymbC1.scaffold4050.2,1.63E-18
SymbC1.scaffold4051.1,3.31E-168
SymbC1.scaffold4053.2,1.31E-84
SymbC1.scaffold4053.3,0
SymbC1.scaffold4053.4,1.22E-63
SymbC1.scaffold4054.1,1.58E-95
SymbC1.scaffold4056.1,8.65E-133
SymbC1.scaffold4057.3,1.45E-142
SymbC1.scaffold4057.4,1.70E-16
SymbC1.scaffold4057.5,3.14E-29
SymbC1.scaffold4058.1,3.56E-21
SymbC1.scaffold4058.2,1.07E-15
SymbC1.scaffold4059.1,5.70E-17
SymbC1.scaffold4059.2,2.11E-80
SymbC1.scaffold4059.3,5.04E-47
SymbC1.scaffold4059.4,1.50E-140
SymbC1.scaffold40597.1,7.74E-19
SymbC1.scaffold406.1,5.16E-65
SymbC1.scaffold406.2,2.10E-49
SymbC1.scaffold406.3,1.21E-85
SymbC1.scaffold406.4,6.10E-47
SymbC1.scaffold406.5,1.11E-78
SymbC1.scaffold406.7,6.41E-16
SymbC1.scaffold4060.2,0
SymbC1.scaffold40603.1,9.36E-32
SymbC1.scaffold4061.1,4.39E-65
SymbC1.scaffold40617.1,1.14E-56
SymbC1.scaffold4062.1,6.79E-09
SymbC1.scaffold4062.2,1.67E-38
SymbC1.scaffold4062.4,1.48E-26
SymbC1.scaffold40642.1,2.87E-41
SymbC1.scaffold4065.1,5.65E-10
SymbC1.scaffold4065.2,4.64E-19
SymbC1.scaffold40651.1,1.06E-59
SymbC1.scaffold40657.1,2.22E-60
SymbC1.scaffold4066.2,2.78E-30
SymbC1.scaffold4066.5,1.56E-06
SymbC1.scaffold4066.6,1.95E-22
SymbC1.scaffold40667.1,4.45E-173
SymbC1.scaffold40679.1,5.04E-11
SymbC1.scaffold4068.1,1.02E-31
SymbC1.scaffold4068.2,6.40E-77
SymbC1.scaffold4068.3,4.54E-19
SymbC1.scaffold4068.4,6.72E-37
SymbC1.scaffold4069.1,3.70E-11
SymbC1.scaffold40690.1,9.89E-14
SymbC1.scaffold407.1,1.84E-154
SymbC1.scaffold407.13,8.37E-44
SymbC1.scaffold407.2,2.87E-07
SymbC1.scaffold407.3,2.54E-11
SymbC1.scaffold407.4,4.74E-19
SymbC1.scaffold407.5,1.12E-06
SymbC1.scaffold407.6,2.04E-30
SymbC1.scaffold407.7,2.58E-50
SymbC1.scaffold4071.2,6.22E-23
SymbC1.scaffold40719.1,1.18E-70
SymbC1.scaffold4072.1,8.63E-19
SymbC1.scaffold4072.2,4.54E-29
SymbC1.scaffold4073.1,0
SymbC1.scaffold4074.1,7.25E-06
SymbC1.scaffold4074.2,1.63E-25
SymbC1.scaffold4074.3,2.77E-48
SymbC1.scaffold4074.4,5.77E-07
SymbC1.scaffold4074.5,2.56E-17
SymbC1.scaffold4075.1,9.77E-06
SymbC1.scaffold4075.2,2.59E-11
SymbC1.scaffold40759.1,1.69E-19
SymbC1.scaffold4076.1,1.58E-171
SymbC1.scaffold4076.3,6.59E-15
SymbC1.scaffold4076.4,9.49E-20
SymbC1.scaffold4076.5,2.31E-34
SymbC1.scaffold4076.6,8.88E-06
SymbC1.scaffold40768.1,4.13E-47
SymbC1.scaffold4077.1,2.70E-07
SymbC1.scaffold40778.1,1.13E-13
SymbC1.scaffold4078.1,8.64E-25
SymbC1.scaffold40798.1,1.79E-65
SymbC1.scaffold408.1,1.79E-08
SymbC1.scaffold4080.1,7.04E-36
SymbC1.scaffold4081.2,2.30E-18
SymbC1.scaffold4081.3,6.20E-06
SymbC1.scaffold4082.1,7.27E-32
SymbC1.scaffold4084.1,5.26E-51
SymbC1.scaffold4084.2,1.42E-17
SymbC1.scaffold4084.3,1.06E-17
SymbC1.scaffold4084.4,8.03E-42
SymbC1.scaffold4084.5,3.14E-38
SymbC1.scaffold4084.6,7.79E-95
SymbC1.scaffold4084.7,7.83E-76
SymbC1.scaffold4085.1,4.33E-21
SymbC1.scaffold4085.2,2.43E-17
SymbC1.scaffold4085.3,0
SymbC1.scaffold4085.6,1.78E-25
SymbC1.scaffold4085.7,9.31E-37
SymbC1.scaffold4086.1,3.76E-23
SymbC1.scaffold4087.1,1.36E-45
SymbC1.scaffold4087.2,5.96E-101
SymbC1.scaffold4087.5,1.72E-52
SymbC1.scaffold4087.6,8.43E-22
SymbC1.scaffold4088.1,3.40E-39
SymbC1.scaffold4088.10,8.18E-14
SymbC1.scaffold4088.3,0
SymbC1.scaffold4088.4,1.64E-172
SymbC1.scaffold4088.5,5.32E-08
SymbC1.scaffold4088.6,1.78E-08
SymbC1.scaffold4088.8,9.05E-26
SymbC1.scaffold4088.9,9.22E-33
SymbC1.scaffold409.1,4.23E-120
SymbC1.scaffold409.10,4.19E-145
SymbC1.scaffold409.11,2.12E-10
SymbC1.scaffold409.12,1.11E-06
SymbC1.scaffold409.13,1.10E-30
SymbC1.scaffold409.14,0
SymbC1.scaffold409.2,1.39E-174
SymbC1.scaffold409.3,2.99E-09
SymbC1.scaffold409.4,1.02E-85
SymbC1.scaffold409.5,3.60E-111
SymbC1.scaffold409.6,2.68E-17
SymbC1.scaffold409.8,3.31E-08
SymbC1.scaffold40906.1,5.83E-27
SymbC1.scaffold4091.3,7.45E-11
SymbC1.scaffold4093.1,3.12E-52
SymbC1.scaffold4093.10,3.03E-155
SymbC1.scaffold4093.11,3.14E-15
SymbC1.scaffold4093.13,3.80E-118
SymbC1.scaffold4093.14,0
SymbC1.scaffold4093.15,8.49E-86
SymbC1.scaffold4093.18,6.65E-175
SymbC1.scaffold4093.19,6.72E-84
SymbC1.scaffold4093.24,4.42E-76
SymbC1.scaffold4093.27,2.50E-99
SymbC1.scaffold4093.4,7.95E-16
SymbC1.scaffold4093.8,0
SymbC1.scaffold40935.1,1.45E-16
SymbC1.scaffold4095.1,4.74E-32
SymbC1.scaffold4095.2,4.38E-20
SymbC1.scaffold4095.3,8.53E-42
SymbC1.scaffold4095.5,3.84E-14
SymbC1.scaffold4096.1,3.76E-52
SymbC1.scaffold4096.2,1.34E-116
SymbC1.scaffold40961.1,1.45E-62
SymbC1.scaffold4097.1,3.74E-115
SymbC1.scaffold4098.1,2.68E-71
SymbC1.scaffold4098.2,3.50E-20
SymbC1.scaffold4098.3,5.03E-22
SymbC1.scaffold4098.4,1.04E-14
SymbC1.scaffold4098.5,9.85E-138
SymbC1.scaffold4098.6,1.46E-37
SymbC1.scaffold4098.7,1.61E-72
SymbC1.scaffold41.10,2.43E-08
SymbC1.scaffold41.11,1.90E-25
SymbC1.scaffold41.12,3.62E-33
SymbC1.scaffold41.14,6.33E-08
SymbC1.scaffold41.3,2.70E-32
SymbC1.scaffold41.4,1.32E-71
SymbC1.scaffold41.5,7.35E-16
SymbC1.scaffold41.6,0
SymbC1.scaffold41.7,4.56E-28
SymbC1.scaffold41.8,2.17E-59
SymbC1.scaffold41.9,6.30E-12
SymbC1.scaffold410.13,0
SymbC1.scaffold410.18,1.14E-49
SymbC1.scaffold410.19,7.91E-51
SymbC1.scaffold410.20,0
SymbC1.scaffold410.21,1.44E-51
SymbC1.scaffold410.23,0
SymbC1.scaffold410.24,1.53E-54
SymbC1.scaffold410.26,1.55E-14
SymbC1.scaffold410.29,1.62E-61
SymbC1.scaffold410.30,0
SymbC1.scaffold410.33,2.86E-171
SymbC1.scaffold410.38,0
SymbC1.scaffold410.44,0
SymbC1.scaffold410.46,4.92E-65
SymbC1.scaffold410.49,1.59E-166
SymbC1.scaffold410.5,0
SymbC1.scaffold410.53,4.00E-179
SymbC1.scaffold410.58,2.95E-69
SymbC1.scaffold410.61,1.43E-92
SymbC1.scaffold410.62,1.75E-82
SymbC1.scaffold410.68,2.72E-28
SymbC1.scaffold410.7,9.53E-120
SymbC1.scaffold410.8,3.67E-59
SymbC1.scaffold4100.1,1.28E-16
SymbC1.scaffold4100.2,1.50E-168
SymbC1.scaffold4100.3,4.63E-43
SymbC1.scaffold4100.4,8.13E-44
SymbC1.scaffold4100.5,7.17E-06
SymbC1.scaffold4101.1,1.01E-153
SymbC1.scaffold4101.2,6.10E-41
SymbC1.scaffold4102.1,9.06E-28
SymbC1.scaffold4102.2,3.74E-65
SymbC1.scaffold4102.3,2.26E-15
SymbC1.scaffold4102.4,4.25E-73
SymbC1.scaffold41020.1,1.79E-76
SymbC1.scaffold41036.1,3.83E-34
SymbC1.scaffold4104.2,5.66E-46
SymbC1.scaffold4104.3,1.13E-52
SymbC1.scaffold4104.5,1.70E-65
SymbC1.scaffold4104.7,9.94E-55
SymbC1.scaffold4104.8,2.30E-23
SymbC1.scaffold4105.1,5.90E-165
SymbC1.scaffold4105.2,4.18E-07
SymbC1.scaffold4105.3,0
SymbC1.scaffold4106.1,7.89E-96
SymbC1.scaffold4106.2,6.20E-88
SymbC1.scaffold4106.3,1.94E-158
SymbC1.scaffold4108.2,3.90E-65
SymbC1.scaffold4109.1,8.15E-09
SymbC1.scaffold411.1,1.83E-56
SymbC1.scaffold4110.1,0
SymbC1.scaffold41101.1,1.55E-58
SymbC1.scaffold4111.1,0
SymbC1.scaffold4111.2,4.92E-08
SymbC1.scaffold4111.3,6.21E-07
SymbC1.scaffold4111.4,1.80E-06
SymbC1.scaffold4112.1,1.88E-07
SymbC1.scaffold41128.1,8.38E-51
SymbC1.scaffold4113.1,2.84E-55
SymbC1.scaffold4113.2,6.79E-42
SymbC1.scaffold4113.3,3.60E-27
SymbC1.scaffold4113.4,3.58E-86
SymbC1.scaffold4113.6,1.84E-91
SymbC1.scaffold4113.7,6.49E-22
SymbC1.scaffold41130.1,5.39E-30
SymbC1.scaffold4114.1,9.44E-63
SymbC1.scaffold41143.1,1.48E-09
SymbC1.scaffold4115.1,2.82E-67
SymbC1.scaffold4115.2,2.49E-31
SymbC1.scaffold4115.3,1.01E-147
SymbC1.scaffold4115.4,4.87E-93
SymbC1.scaffold4116.1,3.83E-13
SymbC1.scaffold4116.3,1.65E-19
SymbC1.scaffold4116.4,1.89E-06
SymbC1.scaffold4116.5,1.98E-84
SymbC1.scaffold4117.1,3.65E-11
SymbC1.scaffold4118.1,3.14E-11
SymbC1.scaffold4118.2,6.10E-07
SymbC1.scaffold412.10,1.02E-153
SymbC1.scaffold412.11,2.38E-62
SymbC1.scaffold412.12,2.47E-07
SymbC1.scaffold412.13,1.08E-17
SymbC1.scaffold412.2,0
SymbC1.scaffold412.3,2.41E-07
SymbC1.scaffold412.4,6.86E-139
SymbC1.scaffold412.5,7.70E-09
SymbC1.scaffold412.6,8.94E-28
SymbC1.scaffold412.8,3.79E-21
SymbC1.scaffold412.9,8.67E-45
SymbC1.scaffold4120.1,6.83E-22
SymbC1.scaffold4120.2,4.37E-64
SymbC1.scaffold41207.1,5.23E-16
SymbC1.scaffold41218.1,2.80E-42
SymbC1.scaffold41219.1,4.05E-133
SymbC1.scaffold4122.1,7.31E-20
SymbC1.scaffold4122.2,1.72E-70
SymbC1.scaffold4122.3,2.83E-156
SymbC1.scaffold4122.4,0
SymbC1.scaffold4122.5,8.37E-66
SymbC1.scaffold4123.1,2.32E-142
SymbC1.scaffold4123.2,4.20E-90
SymbC1.scaffold4123.3,1.50E-29
SymbC1.scaffold4123.4,5.04E-30
SymbC1.scaffold4123.5,3.82E-13
SymbC1.scaffold4124.1,9.98E-50
SymbC1.scaffold4124.2,7.77E-105
SymbC1.scaffold4124.3,1.43E-59
SymbC1.scaffold4124.4,6.05E-64
SymbC1.scaffold4124.5,1.56E-16
SymbC1.scaffold41242.1,1.20E-38
SymbC1.scaffold4125.1,6.83E-42
SymbC1.scaffold4125.3,2.27E-08
SymbC1.scaffold4125.4,2.09E-23
SymbC1.scaffold4126.1,6.35E-123
SymbC1.scaffold4127.1,3.71E-54
SymbC1.scaffold4127.2,3.24E-38
SymbC1.scaffold4127.4,5.83E-08
SymbC1.scaffold4127.5,9.48E-18
SymbC1.scaffold4127.6,9.16E-42
SymbC1.scaffold413.10,5.12E-21
SymbC1.scaffold413.5,3.65E-11
SymbC1.scaffold413.6,1.32E-114
SymbC1.scaffold413.8,1.77E-83
SymbC1.scaffold41305.1,1.69E-13
SymbC1.scaffold4131.2,2.54E-13
SymbC1.scaffold4133.1,1.22E-57
SymbC1.scaffold4133.2,9.24E-68
SymbC1.scaffold4133.3,1.38E-06
SymbC1.scaffold4134.1,1.05E-127
SymbC1.scaffold4135.1,9.26E-19
SymbC1.scaffold4135.2,1.23E-92
SymbC1.scaffold41359.1,2.24E-104
SymbC1.scaffold41371.1,1.55E-18
SymbC1.scaffold4139.4,6.68E-14
SymbC1.scaffold414.10,6.03E-16
SymbC1.scaffold414.11,5.62E-95
SymbC1.scaffold414.2,2.06E-99
SymbC1.scaffold414.3,5.86E-15
SymbC1.scaffold414.4,1.19E-94
SymbC1.scaffold414.6,9.38E-98
SymbC1.scaffold414.7,0
SymbC1.scaffold4140.1,5.05E-21
SymbC1.scaffold4140.2,7.18E-66
SymbC1.scaffold4140.3,3.90E-69
SymbC1.scaffold4140.5,6.35E-22
SymbC1.scaffold4140.6,1.44E-96
SymbC1.scaffold41402.1,4.97E-35
SymbC1.scaffold4141.1,6.35E-42
SymbC1.scaffold4141.4,1.63E-14
SymbC1.scaffold4141.5,3.16E-07
SymbC1.scaffold4142.1,5.94E-24
SymbC1.scaffold4142.3,8.10E-08
SymbC1.scaffold4143.1,2.09E-54
SymbC1.scaffold4144.2,1.81E-06
SymbC1.scaffold4144.4,6.04E-16
SymbC1.scaffold4144.5,6.53E-68
SymbC1.scaffold4144.6,3.35E-150
SymbC1.scaffold4145.1,9.04E-19
SymbC1.scaffold4146.1,4.23E-81
SymbC1.scaffold4146.4,7.18E-77
SymbC1.scaffold4146.5,3.56E-10
SymbC1.scaffold4146.6,8.41E-10
SymbC1.scaffold4148.1,0
SymbC1.scaffold4148.4,3.32E-08
SymbC1.scaffold4148.5,6.03E-77
SymbC1.scaffold4148.7,1.28E-134
SymbC1.scaffold4148.8,8.41E-41
SymbC1.scaffold415.1,3.43E-69
SymbC1.scaffold415.10,4.87E-44
SymbC1.scaffold415.11,3.93E-07
SymbC1.scaffold415.12,6.32E-19
SymbC1.scaffold415.13,3.12E-08
SymbC1.scaffold415.14,4.80E-07
SymbC1.scaffold415.15,4.30E-55
SymbC1.scaffold415.16,1.26E-11
SymbC1.scaffold415.17,2.15E-26
SymbC1.scaffold415.18,2.91E-172
SymbC1.scaffold415.19,5.51E-10
SymbC1.scaffold415.2,0
SymbC1.scaffold415.3,1.03E-83
SymbC1.scaffold415.4,1.93E-29
SymbC1.scaffold415.5,2.66E-75
SymbC1.scaffold415.6,0
SymbC1.scaffold415.8,9.05E-177
SymbC1.scaffold415.9,2.45E-142
SymbC1.scaffold4150.2,5.33E-36
